CustomerId,Surname,Geography,Gender,Age,Balance,NumOfProducts,IsActiveMember,Exited,Churn_Probability,Risk_Tier,Top_Reasons
15570002,Burlingame,Germany,Female,55,118772.71,4,0,1,0.984265706691508,High,NumOfProducts (+0.185); Age (+0.171); Geography_Germany (+0.042)
15766355,Lettiere,Germany,Male,49,108806.96,3,0,1,0.9493628640954485,High,NumOfProducts (+0.183); Age (+0.141); Geography_Germany (+0.066)
15668248,Quinn,Germany,Female,62,133201.17,1,0,1,0.9488493475870287,High,Age (+0.223); IsActiveMember (+0.080); Geography_Germany (+0.066)
15731815,Nepean,Spain,Male,63,96134.11,3,0,1,0.9487299037329294,High,NumOfProducts (+0.229); Age (+0.179); IsActiveMember (+0.075)
15661275,Wynn,Germany,Male,52,110791.97,1,0,1,0.9485646224573594,High,Age (+0.250); Geography_Germany (+0.075); IsActiveMember (+0.069)
15617482,Milanesi,Germany,Female,52,131441.51,1,0,1,0.9475597124354079,High,Age (+0.233); Geography_Germany (+0.073); IsActiveMember (+0.058)
15651883,Genovesi,Germany,Female,55,115796.7,1,0,1,0.9475396879440702,High,Age (+0.238); Geography_Germany (+0.070); IsActiveMember (+0.067)
15636089,Hs?,Germany,Female,51,145751.03,1,0,1,0.9474055045749576,High,Age (+0.244); Geography_Germany (+0.072); IsActiveMember (+0.069)
15652030,De Bernales,Germany,Male,49,108204.52,1,0,1,0.9473626668800806,High,Age (+0.225); Geography_Germany (+0.107); IsActiveMember (+0.061)
15799966,Chigolum,Germany,Female,59,101609.77,1,0,1,0.9473068053984331,High,Age (+0.230); IsActiveMember (+0.077); Geography_Germany (+0.067)
15811762,Pickering,Germany,Female,54,115988.86,1,0,1,0.9472686321849276,High,Age (+0.223); Geography_Germany (+0.078); IsActiveMember (+0.067)
15732266,Field,Germany,Male,53,127997.83,1,0,1,0.9470245253711986,High,Age (+0.250); Geography_Germany (+0.076); IsActiveMember (+0.071)
15571059,Martin,France,Female,54,0.0,1,0,1,0.9469539672213902,High,Age (+0.272); NumOfProducts (+0.092); IsActiveMember (+0.088)
15785367,McGuffog,France,Female,56,0.0,1,0,1,0.946723155335875,High,Age (+0.282); NumOfProducts (+0.089); IsActiveMember (+0.085)
15806570,Y?an,France,Female,53,0.0,1,0,1,0.9463594268461314,High,Age (+0.270); NumOfProducts (+0.099); IsActiveMember (+0.085)
15776233,Kruglova,Germany,Female,61,125397.21,1,0,1,0.9463239643128731,High,Age (+0.210); IsActiveMember (+0.079); Geography_Germany (+0.077)
15607526,Lu,Germany,Male,50,102645.48,1,0,1,0.9463197695377457,High,Age (+0.242); Geography_Germany (+0.096); IsActiveMember (+0.065)
15574068,Norman,Germany,Male,56,104217.3,1,0,1,0.9462966395210282,High,Age (+0.247); Geography_Germany (+0.077); IsActiveMember (+0.075)
15740223,Walton,Germany,Male,51,107714.74,3,0,1,0.9455863412024914,High,NumOfProducts (+0.187); Age (+0.168); Geography_Germany (+0.050)
15653937,McIntyre,Germany,Female,53,123916.67,1,0,1,0.9455605830379856,High,Age (+0.221); Geography_Germany (+0.077); IsActiveMember (+0.057)
15712551,Shen,Germany,Female,58,116922.25,1,0,1,0.9455447906738745,High,Age (+0.222); Geography_Germany (+0.074); IsActiveMember (+0.074)
15686242,Otutodilichukwu,France,Female,57,0.0,1,0,1,0.9453380155261657,High,Age (+0.280); NumOfProducts (+0.090); IsActiveMember (+0.086)
15605826,Korovina,Germany,Male,46,121063.8,3,0,1,0.9451504585508429,High,NumOfProducts (+0.211); Age (+0.123); Geography_Germany (+0.068)
15696989,Chukwueloka,Germany,Female,52,139493.25,3,0,1,0.945062302407875,High,NumOfProducts (+0.191); Age (+0.165); IsActiveMember (+0.038)
15697510,Tien,Spain,Female,52,0.0,1,0,1,0.9448569244117142,High,Age (+0.263); IsActiveMember (+0.103); NumOfProducts (+0.094)
15792305,Mountgarrett,Germany,Male,46,123571.77,3,1,1,0.9446446704999967,High,NumOfProducts (+0.259); Age (+0.126); Geography_Germany (+0.077)
15596761,Hawdon,Germany,Male,60,113715.36,1,0,1,0.9445438138418613,High,Age (+0.221); IsActiveMember (+0.086); Geography_Germany (+0.079)
15585367,Diribe,Germany,Female,46,120392.99,1,0,1,0.9444801583458833,High,Age (+0.179); Geography_Germany (+0.095); IsActiveMember (+0.057)
15788776,Landor,Germany,Male,49,132623.76,3,0,1,0.9443247836731343,High,NumOfProducts (+0.205); Age (+0.143); Geography_Germany (+0.067)
15606386,Wang,Germany,Female,46,111512.75,3,0,1,0.9441416126348814,High,NumOfProducts (+0.199); Age (+0.121); Geography_Germany (+0.051)
15778368,Allan,Germany,Male,50,121175.56,1,0,1,0.9441376619824456,High,Age (+0.227); Geography_Germany (+0.090); IsActiveMember (+0.064)
15663164,Yudin,Germany,Male,49,116150.65,3,1,1,0.9440783997972919,High,NumOfProducts (+0.264); Age (+0.145); Geography_Germany (+0.070)
15583456,Gardiner,Germany,Male,45,117231.63,3,1,1,0.9439524804992655,High,NumOfProducts (+0.274); Age (+0.121); Geography_Germany (+0.073)
15606613,Samson,France,Female,59,0.0,1,0,1,0.9437624762834508,High,Age (+0.274); IsActiveMember (+0.107); NumOfProducts (+0.086)
15621550,Hung,Spain,Female,50,140292.58,3,0,1,0.9436789591258731,High,NumOfProducts (+0.247); Age (+0.155); IsActiveMember (+0.046)
15684868,Cameron,Germany,Male,56,110993.79,1,0,1,0.9436564237320985,High,Age (+0.244); Geography_Germany (+0.085); IsActiveMember (+0.078)
15578787,Goddard,France,Female,52,0.0,1,0,1,0.9436217215067667,High,Age (+0.276); NumOfProducts (+0.095); IsActiveMember (+0.082)
15669411,Muse,Germany,Female,52,107467.56,1,0,1,0.9434065171573379,High,Age (+0.224); Geography_Germany (+0.076); IsActiveMember (+0.062)
15663650,Russell,Germany,Male,52,107304.39,3,0,1,0.9433217843716958,High,NumOfProducts (+0.199); Age (+0.163); Geography_Germany (+0.054)
15646720,Tsui,Spain,Female,55,0.0,3,0,1,0.9429779963472817,High,NumOfProducts (+0.223); Age (+0.205); IsActiveMember (+0.056)
15589017,Chiu,Germany,Male,55,111362.76,3,0,1,0.9429556020997215,High,NumOfProducts (+0.178); Age (+0.172); Geography_Germany (+0.050)
15658067,Walker,Germany,Female,48,120568.41,1,0,1,0.9427835080457718,High,Age (+0.196); Geography_Germany (+0.097); IsActiveMember (+0.057)
15810418,T'ang,Germany,Female,60,115924.89,1,0,1,0.9422817773006024,High,Age (+0.223); IsActiveMember (+0.076); Geography_Germany (+0.072)
15609998,Okwudilichukwu,Germany,Female,59,137648.41,1,0,1,0.9420037566466496,High,Age (+0.226); IsActiveMember (+0.084); Geography_Germany (+0.065)
15603135,Boni,Germany,Female,59,95727.05,1,0,1,0.9419525285896365,High,Age (+0.250); IsActiveMember (+0.076); Geography_Germany (+0.060)
15663161,Chiu,Germany,Female,51,143139.87,1,0,1,0.941888347108939,High,Age (+0.225); Geography_Germany (+0.081); IsActiveMember (+0.066)
15647008,Adams,Germany,Male,54,116726.22,1,0,1,0.9417594585026424,High,Age (+0.244); Geography_Germany (+0.085); IsActiveMember (+0.065)
15796764,Bruno,Germany,Female,56,127585.98,3,1,1,0.9417154362696637,High,NumOfProducts (+0.256); Age (+0.147); Geography_Germany (+0.053)
15750156,Yu,Germany,Male,59,104568.41,1,0,1,0.9414840944192899,High,Age (+0.242); Geography_Germany (+0.084); IsActiveMember (+0.076)
15727317,Brady,Germany,Female,49,102286.6,3,0,1,0.9408413416227678,High,NumOfProducts (+0.183); Age (+0.145); Geography_Germany (+0.045)
15647898,Russell,Spain,Female,50,130554.51,3,0,1,0.9408268684323254,High,NumOfProducts (+0.255); Age (+0.145); IsActiveMember (+0.041)
15718242,Wollstonecraft,Germany,Female,47,104887.43,1,0,1,0.9407396003250659,High,Age (+0.202); Geography_Germany (+0.099); NumOfProducts (+0.059)
15709016,North,Germany,Female,47,91219.29,1,0,1,0.9407118818140638,High,Age (+0.228); Geography_Germany (+0.072); IsActiveMember (+0.071)
15669664,Thompson,Germany,Male,54,99774.5,1,0,1,0.9407046011158248,High,Age (+0.265); Geography_Germany (+0.082); IsActiveMember (+0.059)
15761294,Manna,Germany,Female,56,137464.04,1,0,1,0.9406450131074919,High,Age (+0.233); IsActiveMember (+0.070); Geography_Germany (+0.068)
15737452,Romeo,Germany,Male,58,132602.88,1,0,1,0.9405890090774911,High,Age (+0.240); Geography_Germany (+0.086); IsActiveMember (+0.073)
15654733,Hsieh,Germany,Male,57,117056.46,1,0,1,0.9400134445361151,High,Age (+0.250); Geography_Germany (+0.083); IsActiveMember (+0.071)
15666548,Chung,Germany,Female,56,111920.13,3,0,1,0.9399777613838199,High,NumOfProducts (+0.183); Age (+0.162); IsActiveMember (+0.046)
15721426,Milne,Germany,Male,65,126306.64,3,0,1,0.9399113205848771,High,NumOfProducts (+0.198); Age (+0.130); IsActiveMember (+0.060)
15716609,L?,Germany,Male,54,134388.11,1,0,1,0.9398192460929002,High,Age (+0.258); Geography_Germany (+0.075); IsActiveMember (+0.065)
15582129,Hsia,France,Male,62,43772.66,3,0,1,0.9396634621817676,High,NumOfProducts (+0.226); Age (+0.177); IsActiveMember (+0.063)
15584037,Denisov,Germany,Male,58,106913.43,1,0,1,0.9394894701618484,High,Age (+0.242); Geography_Germany (+0.081); IsActiveMember (+0.072)
15805260,Wood,Germany,Female,56,143249.67,1,0,1,0.9394096350443333,High,Age (+0.243); IsActiveMember (+0.080); Geography_Germany (+0.061)
15616859,Bonwick,Germany,Female,43,113641.49,4,0,1,0.9393959918617514,High,NumOfProducts (+0.229); Age (+0.072); Geography_Germany (+0.056)
15813113,Chang,Spain,Female,56,0.0,1,0,1,0.9390221343343585,High,Age (+0.262); IsActiveMember (+0.106); NumOfProducts (+0.094)
15625092,Colombo,Germany,Female,57,101465.31,1,0,1,0.9389309158895934,High,Age (+0.239); Geography_Germany (+0.068); IsActiveMember (+0.066)
15579212,Chuang,France,Male,57,0.0,1,0,1,0.9388601338790546,High,Age (+0.299); IsActiveMember (+0.104); NumOfProducts (+0.094)
15765173,Lin,France,Female,60,0.0,1,0,1,0.9387666286507832,High,Age (+0.233); IsActiveMember (+0.088); NumOfProducts (+0.073)
15746708,Ritchie,Germany,Male,55,119961.48,1,0,1,0.9387615401820942,High,Age (+0.240); Geography_Germany (+0.088); IsActiveMember (+0.070)
15686236,Trevisani,Germany,Female,47,118087.68,1,0,1,0.9385336234853018,High,Age (+0.193); Geography_Germany (+0.089); IsActiveMember (+0.057)
15743498,Winter,Germany,Male,52,137755.76,1,0,1,0.938138077614218,High,Age (+0.246); IsActiveMember (+0.078); Geography_Germany (+0.072)
15700627,Y?,Germany,Female,46,143500.82,1,0,1,0.9378520782114169,High,Age (+0.199); Geography_Germany (+0.084); NumOfProducts (+0.066)
15771942,Tikhonov,Germany,Female,46,135555.66,1,0,1,0.9378133979366222,High,Age (+0.183); Geography_Germany (+0.087); IsActiveMember (+0.063)
15603554,Berkeley,France,Female,45,164649.52,3,0,1,0.9377360370878635,High,NumOfProducts (+0.264); Age (+0.113); IsActiveMember (+0.041)
15767264,Lawson,Germany,Male,53,117438.17,1,0,1,0.9372602319484368,High,Age (+0.243); Geography_Germany (+0.080); IsActiveMember (+0.061)
15747757,Trevascus,Germany,Female,58,118723.11,1,0,1,0.9369942377707146,High,Age (+0.226); Geography_Germany (+0.080); IsActiveMember (+0.066)
15783615,Ramos,Germany,Male,50,129370.91,4,1,1,0.9369637056480855,High,NumOfProducts (+0.261); Age (+0.144); Geography_Germany (+0.061)
15775192,Rounsevell,Germany,Female,48,102962.62,1,0,1,0.9366071948734982,High,Age (+0.203); Geography_Germany (+0.094); NumOfProducts (+0.057)
15793455,Tien,Spain,Female,55,0.0,1,0,1,0.936147633491048,High,Age (+0.267); IsActiveMember (+0.095); NumOfProducts (+0.086)
15750731,Trevisani,Germany,Male,50,116309.01,1,0,1,0.9361305041967808,High,Age (+0.213); Geography_Germany (+0.104); IsActiveMember (+0.069)
15608381,Dean,Germany,Male,50,125845.66,1,0,1,0.9360000727119798,High,Age (+0.223); Geography_Germany (+0.098); NumOfProducts (+0.061)
15697100,Wright,Germany,Female,48,108736.52,1,0,1,0.935991340581429,High,Age (+0.193); Geography_Germany (+0.095); NumOfProducts (+0.062)
15791780,Ts'ao,Germany,Female,48,104478.12,3,1,1,0.935980098363248,High,NumOfProducts (+0.246); Age (+0.139); Geography_Germany (+0.049)
15796910,Tsui,Spain,Female,57,0.0,1,0,1,0.9359745653498285,High,Age (+0.268); IsActiveMember (+0.100); NumOfProducts (+0.085)
15602797,Okwudilichukwu,Spain,Female,49,110132.55,3,1,1,0.9359110080603538,High,NumOfProducts (+0.320); Age (+0.136); Gender_Male (+0.031)
15642391,Lettiere,Germany,Male,51,109978.83,1,0,1,0.9352556814699563,High,Age (+0.230); Geography_Germany (+0.090); IsActiveMember (+0.062)
15638882,Cardell,Germany,Female,62,148214.36,1,0,1,0.9352381905978651,High,Age (+0.223); IsActiveMember (+0.092); Geography_Germany (+0.067)
15605059,Mackie,Germany,Male,63,148843.56,1,0,1,0.935005584026299,High,Age (+0.236); IsActiveMember (+0.103); Geography_Germany (+0.065)
15665283,Brookes,France,Female,57,72092.95,4,1,1,0.9349580763928713,High,NumOfProducts (+0.335); Age (+0.155); Gender_Male (+0.026)
15720637,Bell,Germany,Female,46,120530.34,1,0,1,0.9349398550403886,High,Age (+0.187); Geography_Germany (+0.094); IsActiveMember (+0.062)
15635964,Eve,Germany,Male,65,120100.41,1,0,1,0.9344669896404798,High,Age (+0.194); IsActiveMember (+0.102); Geography_Germany (+0.083)
15813412,Barlow,France,Female,55,44020.89,1,0,1,0.9342788197595072,High,Age (+0.274); IsActiveMember (+0.090); NumOfProducts (+0.068)
15793049,Atkins,Germany,Female,48,115115.38,1,0,1,0.9340719047560815,High,Age (+0.193); Geography_Germany (+0.098); IsActiveMember (+0.063)
15638607,Nwabugwu,France,Female,52,0.0,1,0,1,0.9339573733980274,High,Age (+0.264); NumOfProducts (+0.094); IsActiveMember (+0.077)
15641675,Kirillova,France,Female,49,88915.37,3,0,1,0.9338742884576705,High,NumOfProducts (+0.243); Age (+0.143); Gender_Male (+0.035)
15670374,Wright,Germany,Female,49,120656.86,4,0,1,0.9338254362232296,High,NumOfProducts (+0.191); Age (+0.147); Geography_Germany (+0.046)
15666297,Abramova,Spain,Female,53,0.0,3,0,1,0.9337387022477196,High,NumOfProducts (+0.215); Age (+0.202); IsActiveMember (+0.052)
15618936,MacDonald,France,Female,51,0.0,1,0,1,0.9336814892584224,High,Age (+0.255); NumOfProducts (+0.099); IsActiveMember (+0.091)
15611767,Mai,Germany,Female,52,133723.43,1,0,1,0.9336330909495685,High,Age (+0.231); Geography_Germany (+0.079); NumOfProducts (+0.054)
15619304,Onio,France,Female,42,159660.8,3,0,1,0.9333733042683638,High,NumOfProducts (+0.331); IsActiveMember (+0.033); Gender_Male (+0.030)
15701439,Fanucci,Spain,Female,50,0.0,4,0,1,0.9333250232968316,High,NumOfProducts (+0.239); Age (+0.174); IsActiveMember (+0.047)
15782688,Piccio,Germany,Male,56,148507.24,1,0,1,0.9332454670060772,High,Age (+0.256); IsActiveMember (+0.078); Geography_Germany (+0.070)
15763108,Davis,Germany,Male,53,106261.63,1,0,1,0.9331734013244032,High,Age (+0.245); Geography_Germany (+0.087); IsActiveMember (+0.067)
15800061,Moretti,Spain,Female,45,89158.94,3,0,1,0.9331686235678739,High,NumOfProducts (+0.254); Age (+0.110); Gender_Male (+0.039)
15609623,McConnell,France,Female,63,0.0,1,0,1,0.9331282705975179,High,Age (+0.246); IsActiveMember (+0.123); NumOfProducts (+0.091)
15596870,Marino,Germany,Male,54,144768.94,1,0,1,0.9328175742053825,High,Age (+0.257); IsActiveMember (+0.078); Geography_Germany (+0.072)
15806049,Lee,Germany,Female,49,140510.89,1,0,0,0.9328024516918368,High,Age (+0.208); Geography_Germany (+0.087); IsActiveMember (+0.062)
15727811,Ts'ui,Germany,Female,47,109493.62,1,0,1,0.9327686356345437,High,Age (+0.188); Geography_Germany (+0.095); IsActiveMember (+0.058)
15592583,Colman,France,Female,47,115414.19,3,0,1,0.932712425436968,High,NumOfProducts (+0.250); Age (+0.135); IsActiveMember (+0.036)
15813659,Folliero,France,Female,56,0.0,1,0,1,0.932610495112721,High,Age (+0.280); IsActiveMember (+0.092); NumOfProducts (+0.091)
15605534,Turnbull,Germany,Female,51,95560.04,1,0,1,0.9325984105893919,High,Age (+0.243); Geography_Germany (+0.070); IsActiveMember (+0.060)
15751561,Meng,Germany,Male,61,102453.26,1,0,1,0.9323735092231854,High,Age (+0.233); IsActiveMember (+0.090); Geography_Germany (+0.077)
15642530,Coates,Germany,Female,47,144090.42,1,0,1,0.9323490241407599,High,Age (+0.198); Geography_Germany (+0.087); IsActiveMember (+0.068)
15576824,Kennedy,Germany,Female,44,111760.4,3,1,1,0.9322643112507684,High,NumOfProducts (+0.267); Age (+0.095); Geography_Germany (+0.059)
15744873,Wright,Germany,Female,48,143595.87,1,0,1,0.9322279467240837,High,Age (+0.208); Geography_Germany (+0.092); NumOfProducts (+0.061)
15679145,Chou,Spain,Male,57,0.0,1,0,1,0.9322169927870677,High,Age (+0.284); IsActiveMember (+0.114); NumOfProducts (+0.094)
15609070,Findlay,Germany,Male,45,120961.5,3,1,1,0.9321352594292129,High,NumOfProducts (+0.263); Age (+0.115); Geography_Germany (+0.073)
15594133,Erskine,Spain,Male,62,0.0,1,0,1,0.9319751258202862,High,Age (+0.267); IsActiveMember (+0.130); NumOfProducts (+0.090)
15739972,Hughes,Germany,Female,45,152367.21,3,0,1,0.9317262180025336,High,NumOfProducts (+0.220); Age (+0.119); Geography_Germany (+0.040)
15585362,Simmons,France,Female,60,0.0,1,0,1,0.931510222492535,High,Age (+0.264); IsActiveMember (+0.101); NumOfProducts (+0.094)
15718893,Pirozzi,Germany,Female,54,125456.07,1,0,1,0.9313514387735475,High,Age (+0.220); IsActiveMember (+0.064); Geography_Germany (+0.056)
15588614,Walton,France,Male,57,0.0,1,0,1,0.9312695414274952,High,Age (+0.284); IsActiveMember (+0.114); NumOfProducts (+0.094)
15736510,Loggia,Spain,Female,57,0.0,3,0,1,0.9312459691643946,High,NumOfProducts (+0.222); Age (+0.191); IsActiveMember (+0.061)
15791700,Ugochukwutubelum,Germany,Male,47,118079.47,4,1,1,0.9311683800588815,High,NumOfProducts (+0.263); Age (+0.140); Geography_Germany (+0.065)
15625080,Parkin,Spain,Female,54,0.0,1,0,1,0.9311301869005437,High,Age (+0.255); IsActiveMember (+0.106); NumOfProducts (+0.086)
15812198,Chen,Germany,Male,48,100900.5,1,0,1,0.9308785832602179,High,Age (+0.219); Geography_Germany (+0.106); NumOfProducts (+0.062)
15741988,Marino,Germany,Female,52,125396.24,1,0,1,0.9308451006328546,High,Age (+0.227); Geography_Germany (+0.075); IsActiveMember (+0.065)
15772423,Liao,Germany,Male,54,126418.14,1,0,1,0.930803116468652,High,Age (+0.244); Geography_Germany (+0.088); IsActiveMember (+0.070)
15680706,Balashov,Germany,Male,48,131834.8,1,0,1,0.9307535131141509,High,Age (+0.222); Geography_Germany (+0.093); IsActiveMember (+0.061)
15724154,Manna,Germany,Female,49,128504.76,1,0,1,0.9307435198038105,High,Age (+0.205); Geography_Germany (+0.094); IsActiveMember (+0.052)
15713975,Gibson,Germany,Female,47,139756.12,1,0,1,0.9307168175565446,High,Age (+0.196); Geography_Germany (+0.084); IsActiveMember (+0.067)
15718465,Sadler,Germany,Male,51,96891.46,1,0,1,0.9302869557483706,High,Age (+0.262); IsActiveMember (+0.076); Geography_Germany (+0.074)
15593736,Cook,Germany,Female,46,131769.04,1,0,1,0.9299989378254964,High,Age (+0.183); Geography_Germany (+0.102); NumOfProducts (+0.062)
15704583,Chikwado,France,Male,56,0.0,1,0,1,0.9299864295395982,High,Age (+0.303); IsActiveMember (+0.096); NumOfProducts (+0.092)
15720371,McLean,France,Female,51,0.0,1,0,1,0.9299669889034166,High,Age (+0.251); NumOfProducts (+0.098); IsActiveMember (+0.078)
15623499,Holman,Germany,Male,49,108437.89,1,0,1,0.9296733151296711,High,Age (+0.210); Geography_Germany (+0.106); IsActiveMember (+0.062)
15588955,Mazzi,Germany,Female,43,93259.57,3,0,1,0.929647152225814,High,NumOfProducts (+0.231); Age (+0.079); Geography_Germany (+0.042)
15806688,Manfrin,Spain,Female,56,123110.9,3,1,1,0.9290264185721033,High,NumOfProducts (+0.323); Age (+0.161); Gender_Male (+0.030)
15623989,Griffin,France,Male,54,0.0,1,0,1,0.9289982976533533,High,Age (+0.284); IsActiveMember (+0.093); NumOfProducts (+0.082)
15764866,Synnot,Germany,Female,43,116220.5,3,0,1,0.9289250698653375,High,NumOfProducts (+0.226); Age (+0.066); Geography_Germany (+0.056)
15614168,Alexander,Germany,Female,50,146710.76,1,0,1,0.9287951832219068,High,Age (+0.227); Geography_Germany (+0.079); NumOfProducts (+0.071)
15655082,Pape,France,Female,48,112070.86,3,0,1,0.928730340738086,High,NumOfProducts (+0.247); Age (+0.127); IsActiveMember (+0.032)
15655410,Hinton,Germany,Male,49,133384.66,1,0,1,0.928692402248961,High,Age (+0.226); Geography_Germany (+0.103); NumOfProducts (+0.064)
15645200,Chiang,Germany,Female,54,152508.99,1,0,1,0.9285350969365886,High,Age (+0.263); IsActiveMember (+0.069); Geography_Germany (+0.054)
15703793,Konovalova,Germany,Male,58,133745.44,4,0,1,0.9282088461389182,High,NumOfProducts (+0.195); Age (+0.164); Geography_Germany (+0.046)
